"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Benzo[g,h,i]perylene","336111: Automobile Manufacturing","0","0","0%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Polycyclic aromatic compounds","336111: Automobile Manufacturing","0","0","0%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"2964WTWRNT141SU","TOWER INTERNATIONAL LLC (TOWER AUTOMOTIVE HOLDINGS 1 LLC)","141 SOUTHCHASE BLVD, FOUNTAIN INN,SC 29644","Manganese","336111: Automobile Manufacturing","0","0","0%","Other Environmental Practices: Recycling - 100% of scrap metal is recycledBarriers to P2: All manganese is contained in the steel material being processed. All steel material is formed to customer specifications and shipped to customer with any remainder being removed from site by metal scrap vendor.",""
"2964WTWRNT141SU","TOWER INTERNATIONAL LLC (TOWER AUTOMOTIVE HOLDINGS 1 LLC)","141 SOUTHCHASE BLVD, FOUNTAIN INN,SC 29644","Nickel","336111: Automobile Manufacturing","0","0","0%","Barriers to P2: This substance is contained in steel materials being formed in our processes. The steel is shaped to customer specifications and shipped off site with all leftover materials hauled off site by metal recycling vendor.",""
"2964WTWRNT141SU","TOWER INTERNATIONAL LLC (TOWER AUTOMOTIVE HOLDINGS 1 LLC)","141 SOUTHCHASE BLVD, FOUNTAIN INN,SC 29644","Chromium","336111: Automobile Manufacturing","0","0","0%","Source Reduction: Source Reduction - This substance is contained in steel materials being formed in our processes. The steel is shaped to customer specifications and shipped off site with all leftover materials hauled off site by metal recycling vendor.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Certain glycol ethers","336111: Automobile Manufacturing","4,200.00","4,300.00","2.38%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Ethylene glycol","336111: Automobile Manufacturing","290.00","350.00","20.69%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Manganese compounds","336111: Automobile Manufacturing","6,030.00","7,490.00","24.21%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"48134MZDMT1MAZD","FLAT ROCK ASSEMBLY PLANT (FORD MOTOR CO)","1 INTERNATIONAL DR, FLAT ROCK,MI 48134","Certain glycol ethers","336111: Automobile Manufacturing","2,350.00","2,926.00","24.51%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Benzene","336111: Automobile Manufacturing","20.00","27.00","35%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"60633FRDMT12600","FORD MOTOR CO CHICAGO ASSEMBLY (FORD MOTOR CO)","12600 S TORRENCE AVE, CHICAGO,IL 60633","Methanol","336111: Automobile Manufacturing","4,800.00","6,500.00","35.42%","Other Environmental Practices: Ford Motor Company has a formal written Environmental Policy focused on protecting human health and the environment. The Company has committed to the International Chamber of Commerce Principles for Environmental Management and is a member of the World Business Council for Sustainable Development (WBCSD) and the Coalition for Environmentally Responsible Economies (CERES). Ford Motor Company also issues an annual Sustainability Report, which follows the Global Reporting Initiative (GRI) Guidelines for sustainability reporting. Ford is committed to pollution prevention. All manufacturing facilities worldwide have been third-party certified to the ISO 14001 standard.",""
"49423NTRRT1776A","YANFENG AUTOMOTIVE INTERIORS PMSC & CW  SOUTHVIEW (YANFENG US AUTOMOTIVE INTERIORS)","1600 S WASHINGTON AVE, HOLLAND,MI 49423","Toluene","336111: Automobile Manufacturing","2.00","3.00","50%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers[-0-4%] - With COVID-19, smaller runs means increased change over. Paint purge will be reduced with longer run times and less change overs. Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - A greater awareness of waste activities within Yanfeng. Plant waste KPI's are monitored and measured to help reduce waste streams and increased focus on recycling activities.",""
"49423NTRRT1776A","YANFENG AUTOMOTIVE INTERIORS PMSC & CW  SOUTHVIEW (YANFENG US AUTOMOTIVE INTERIORS)","1600 S WASHINGTON AVE, HOLLAND,MI 49423","Diisocyanates","336111: Automobile Manufacturing","1.00","6.00","500%","Source Reduction: Went from 4 gantries in 2019 to 1 gantry in 2020, process is used for service parts (very low volume) only.",""
"62243SMNSM410WE","SIEMENS MFG CO INC (NA)","410 W WASHINGTON ST, FREEBURG,IL 62243","Lead","335999: All Other Miscellaneous Electrical Equipment and Component Manufacturing","1.85","0","-100%","Source Reduction: W42: Substituted raw materials[-50-99%] - switched to ROHS solder.",""
"8052WDVNCD2424M","ADVANCED ENERGY INDUSTRIES INC (NA)","2424 MIDPOINT DR, FORT COLLINS,CO 80525","Lead","335999: All Other Miscellaneous Electrical Equipment and Component Manufacturing","0","0","0%","Source Reduction: W82: Modified design or composition of product[-5-14%] - Lead containing circuits being repaired at this facility is expected to decline by 5% annually as older designs are replaced by new equipment designs that employ Lead-free solder in circuit solder joints. Methods to Identify SR Opportunities: T11 : OTHER - European Union RoHS Directive restricts use of Lead in Electrical and Electronic Equipment which includes Lead in solder. Newer equipment designs employ Lead-free solder in circuit solder joints, thus driving use of Lead down yearly.   Other Environmental Practices: Lead is processed at this facility in very limited soldering operations while repairing older equipment. Lead pulled from circuit solder joints during repairs is captured and recycled. Lead containing solder that expires is collected and recycled. This Lead is recycled at a third-party recycling facility.Source Reduction: Source Reduction - Lead containing circuits being repaired at this facility is expected to decline 5% annually as older designs are replaced by new equipment designs that employ Lead-free solder in circuit solder joints.Other Environmental Practices: General Environmental Management - This facility maintains an Environmental Management System compliant to ISO14001, 2015 revision of this international standard for environmental management. A third-party independent audit of this facility's ISO14001 compliance is conducted annually.Certification has been granted by Bureau Veritas. Certificate available upon request.Other Environmental Practices: Recycling - Lead containing waste generated at this facility is primarily electronic ""e-waste"" consisting of circuit boards which may contain extremely small amount of Lead or Lead compounds in electronic components and a larger amount in solder joints. This Leadcontaining e-waste is sent to a recycling company, sorted and sent as necessary to other recycling facilities.",""
