OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-07103970,"MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS, CO",Stream,,11020003,180,sq mi,,,38.93388170000000,-104.8171992000000,24000,5,seconds,Interpolated from MAP.,NAD83,6270,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07104000,"MONUMENT CREEK AT PIKEVIEW, CO.",Stream,,11020003,203,sq mi,,,38.91777057000000,-104.8185877000000,,5,seconds,Interpolated from MAP.,NAD83,6203.26,feet,15,feet,Unknown.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07104905,"MONUMENT CREEK AT BIJOU ST. AT COLO. SPRINGS, CO",Stream,,11020003,235,sq mi,,,38.83721474000000,-104.8294192000000,,5,seconds,Interpolated from MAP.,NAD83,5980,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07105500,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",Stream,,11020003,392,sq mi,,,38.81638158000000,-104.8227519000000,24000,5,seconds,Interpolated from MAP.,NAD83,5900,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07105530,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO",Stream,,11020003,413,sq mi,,,38.80304910000000,-104.7958069000000,24000,5,seconds,Interpolated from MAP.,NAD83,5840,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07105800,"FOUNTAIN CREEK AT SECURITY, CO",Stream,,11020003,500,sq mi,,,38.72944040000000,-104.7338611000000,24000,5,seconds,Interpolated from MAP.,NAD83,5640,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07106300,"FOUNTAIN CREEK NEAR PINON, CO",Stream,,11020003,865,sq mi,,,38.42944444000000,-104.5980556000000,24000,5,seconds,Interpolated from MAP.,NAD83,4990,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,11020003,925,sq mi,,,38.28778010000000,-104.6010849000000,,5,seconds,Interpolated from MAP.,NAD83,4705,feet,15,feet,Unknown.,NGVD29,US,08,101,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-07126200,"VAN BREMER ARROYO NEAR MODEL, CO",Stream,,11020010,162,sq mi,,,37.34557255000000,-103.9580186000000,,5,seconds,Interpolated from MAP.,NAD83,4960,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,071,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09063000,"EAGLE RIVER AT RED CLIFF, CO.",Stream,,14010003,70.2,sq mi,,,39.50831949000000,-106.3666948000000,,1,seconds,Interpolated from MAP.,NAD83,8653.80,feet,.01,feet,Level or other surveyed method.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09064600,"EAGLE RIVER NEAR MINTURN, CO",Stream,,14010003,186,sq mi,186,sq mi,39.55387495000000,-106.4025290000000,24000,1,seconds,Interpolated from MAP.,NAD83,8078.37,feet,.01,feet,Level or other surveyed method.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09065500,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",Stream,,14010003,14.5,sq mi,,,39.62581930000000,-106.2780823000000,,1,seconds,Interpolated from MAP.,NAD83,8600,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09066510,"GORE CREEK AT MOUTH NEAR MINTURN, CO",Stream,,14010003,102,sq mi,,,39.60943048000000,-106.4478080000000,24000,1,minutes,Interpolated from MAP.,NAD83,7730,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09067005,"EAGLE RIVER AT AVON, CO.",Stream,,14010003,395,sq mi,,,39.63165270000000,-106.5225318000000,,5,seconds,Interpolated from MAP.,NAD83,7410,feet,15,feet,Unknown.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09068500,"BRUSH CREEK AT EAGLE, CO",Stream,,14010003,147,sq mi,,,39.64700000000000,-106.8415278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6520,feet,20,feet,Interpolated from topographic map.,NAVD88,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09069000,"EAGLE RIVER AT GYPSUM, CO",Stream,,14010003,842,sq mi,,,39.64998510000000,-106.9522665000000,24000,1,seconds,Interpolated from MAP.,NAD83,6276,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09081000,"ROARING FORK RIVER NEAR EMMA, CO",Stream,,14010004,859,sq mi,,,39.37331729000000,-107.0839367000000,25000,1,seconds,Interpolated from MAP.,NAD83,6470,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,037,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09095500,"COLORADO RIVER NEAR CAMEO, CO.",Stream,,14010005,7986,sq mi,,,39.23914630000000,-108.2661946000000,24000,1,seconds,Interpolated from MAP.,NAD83,4813.73,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09107000,"TAYLOR RIVER AT TAYLOR PARK, CO.",Stream,,14020001,128,sq mi,,,38.86027127000000,-106.5666966000000,24000,1,seconds,Interpolated from MAP.,NAD83,9340.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09111250,"COAL CREEK ABV MCCORMICK DTCH AT CRESTED BUTTE, CO",Stream,,14020001,20.4,sq mi,,,38.87155556000000,-106.9852972000000,24000,10,seconds,Unknown.,NAD83,8903,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09119000,"TOMICHI CREEK AT GUNNISON, CO",Stream,,14020003,1061,sq mi,1061,sq mi,38.52111110000000,-106.9409583000000,24000,.5,seconds,Interpolated from MAP.,NAD83,7628.58,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09128500,"SMITH FORK NEAR CRAWFORD, CO.",Stream,,14020002,42.8,sq mi,,,38.72776785000000,-107.5067234000000,,5,seconds,Interpolated from MAP.,NAD83,7091.00,feet,15,feet,Unknown.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09132095,ANTHRACITE CREEK ABOVE MOUTH NEAR SOMERSET,Stream,,14020004,233,sq mi,,,38.93722220000000,-107.3583333000000,24000,Unknown,Unknown,Interpolated from Digital MAP.,NAD83,6280,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09136100,"NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO",Stream,,14020004,969,sq mi,,,38.78516667000000,-107.8334167000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5100,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09137500,"GUNNISON RIVER NEAR CORY, CO",Stream,,14020005,5401,sq mi,,,38.77276119000000,-108.0025667000000,,5,seconds,Interpolated from MAP.,NAD83,4960.00,feet,15,feet,Unknown.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09144200,"TONGUE CREEK AT CORY, CO",Stream,,14020005,197,sq mi,,,38.78776100000000,-107.9953444000000,24000,5,seconds,Interpolated from MAP.,NAD83,5030,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09144250,"GUNNISON RIVER AT DELTA, CO",Stream,,14020005,5636,sq mi,,,38.75303944000000,-108.0784030000000,24000,1,seconds,Interpolated from MAP.,NAD83,4910,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09147500,"UNCOMPAHGRE RIVER AT COLONA, CO",Stream,,14020006,448,sq mi,,,38.33143056000000,-107.7792250000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6320,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,091,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09149500,"UNCOMPAHGRE RIVER AT DELTA, CO",Stream,,14020006,1114,sq mi,,,38.74194444000000,-108.0804167000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4926.49,feet,2,feet,Level or other surveyed method.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09152500,"GUNNISON RIVER NEAR GRAND JUNCTION, CO.",Stream,,14020005,7923,sq mi,,,38.98331575000000,-108.4506446000000,,1,seconds,Interpolated from MAP.,NAD83,4631.37,feet,.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,08,077,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09163500,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,Stream,,14010005,17849,sq mi,,,39.13276047000000,-109.0270546000000,24000,1,seconds,Interpolated from MAP.,NAD83,4325,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09237450,"YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",Stream,,14050001,206,sq mi,,,40.26426110000000,-106.8917667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7235,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09239500,"YAMPA RIVER AT STEAMBOAT SPRINGS, CO",Stream,,14050001,567,sq mi,,,40.48298610000000,-106.8324306000000,24000,1,seconds,Interpolated from MAP.,NAD83,6695.47,feet,2,feet,Level or other surveyed method.,NGVD29,US,08,107,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09242500,"ELK RIVER NEAR MILNER, CO.",Stream,,14050001,448,sq mi,,,40.51469750000000,-106.9539407000000,,5,seconds,Interpolated from MAP.,NAD83,6590,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09244490,"YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO",Stream,,14050001,1575,sq mi,,,40.51793056000000,-107.3989444000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6240,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09260000,"LITTLE SNAKE RIVER NEAR LILY, CO",Stream,,14050003,4034,sq mi,,,40.54901667000000,-108.4243222000000,24000,.5,seconds,Interpolated from MAP.,NAD83,5685,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,081,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09304800,"WHITE RIVER BELOW MEEKER, CO",Stream,,14050005,1042,sq mi,,,40.02258330000000,-108.1199444000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,5900,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306200,"PICEANCE CREEK BL RYAN GULCH, NR RIO BLANCO, CO.",Stream,,14050006,506,sq mi,,,39.92108330000000,-108.2975876000000,,5,seconds,Interpolated from MAP.,NAD83,6070.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306222,"PICEANCE CREEK AT WHITE RIVER, CO",Stream,,14050006,652,sq mi,,,40.07802640000000,-108.2364753000000,24000,1,seconds,Interpolated from MAP.,NAD83,5730,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306242,"CORRAL GULCH NEAR RANGELY, CO",Stream,,14050006,31.8,sq mi,,,39.92025020000000,-108.4728719000000,,1,seconds,Interpolated from MAP.,NAD83,6580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306255,"YELLOW CREEK NEAR WHITE RIVER, CO.",Stream,,14050006,262,sq mi,,,40.16858130000000,-108.4012046000000,,5,seconds,Interpolated from MAP.,NAD83,5535.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306290,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",Stream,,14050007,2530,sq mi,,,40.17969335000000,-108.5653775000000,,1,seconds,Interpolated from MAP.,NAD83,5395,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-381633107054700,"CEBOLLA CREEK AT POWDERHORN, CO",Stream,,14020002,275,sq mi,,,38.27582757000000,-107.0969952000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-382802107513301,MONTROSE ARROYO AT EAST NIAGARA STREET,Stream,,14020006,16,sq mi,,,38.46720880000000,-107.8597843000000,24000,1,seconds,Interpolated from MAP.,NAD83,5860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,085,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-383041107544201,CEDAR CREEK NEAR MOUTH,Stream,,14020006,78.5,sq mi,,,38.51054180000000,-107.9128417000000,24000,1,seconds,Interpolated from MAP.,NAD83,5670,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,085,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-383126106475600,"TOMICHI CK. BLW. COCHETOPA CK. NR. PARLIN, CO",Stream,,14020003,975,sq mi,,,38.52388036000000,-106.7994826000000,24000,1,seconds,Interpolated from MAP.,NAD83,7810,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-383946107595301,"LOUTSENHIZER ARROYO BLW N. RIVER ROAD NR DELTA, CO",Stream,,14020006,66.9,sq mi,,,38.66434167000000,-108.0031417000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,5197,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,085,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384200107381401,SMITH FORK AT 38.5 RD BRIDGE NR HOTCHKISS CO,Stream,,14020002,,,,,38.70000000000000,-107.6372222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6290,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384202108032001,"DRY CREEK AT MOUTH, NEAR DELTA",Stream,,14020006,204,sq mi,,,38.70053998000000,-108.0561800000000,24000,1,seconds,Interpolated from MAP.,NAD83,5040,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384230104241401,SC01506335AAA CHEROKEE 15,Well,,11020004,,,,,38.70831110000000,-104.4039194000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5622,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20000523,113,ft,113,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384333104241301,SC01506325BBB2,Well,,11020004,,,,,38.72243889000000,-104.4033111000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5677,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19661221,146,ft,146,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384348104232201,SC01506324DAB QAL14,Well,,11020004,,,,,38.73005278000000,-104.3908111000000,,Unknown,Unknown,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,5674.15,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,08,041,Denver Basin aquifer system,Valley-Fill Deposits,Unconfined single aquifer,19600101,60.0,ft,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384434107432701,ALUM GULCH NR HOTCHKISS CO,Stream,,14020004,,,,,38.74277778000000,-107.7241667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5715,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384448108070301,CUMMINGS GULCH AT MOUTH,Stream,,14020005,9.88,sq mi,,,38.74665070000000,-108.1181269000000,24000,1,seconds,Interpolated from MAP.,NAD83,4910,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384452108071101,"GUNNISON RIVER AT G50 ROAD NEAR DELTA, CO",Stream,,14020005,6775,sq mi,,,38.74791110000000,-108.1199972000000,24000,1,minutes,Interpolated from MAP.,NAD83,4905,feet,10,feet,Interpolated from topographic map.,NAVD88,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384551107591901,"SUNFLOWER DRAIN AT HIGHWAY 92,NEAR READ",Stream,,14020005,,,,,38.76415020000000,-107.9892329000000,24000,1,seconds,Interpolated from MAP.,NAD83,5000,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384648104240401,SC01506301BBA,Well,,11020004,,,,,38.77995000000000,-104.4011194000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5874,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20051222,215,ft,215,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384822107411201,"COTTONWOOD CREEK AT CTY ROAD J75, NR MOUTH",Stream,,14020004,,,,,38.80609660000000,-107.6872806000000,24000,1,seconds,Interpolated from MAP.,NAD83,5390,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385004104242901,SC01406314AAA,Well,,11020004,,,,,38.83731389000000,-104.4064083000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6046,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19721220,200,ft,200,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385005104223501,SC01406218BDC CO,Well,,11020004,,,,,38.83483330000000,-104.3764444000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5995,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Valley-Fill Deposits,Unconfined single aquifer,19630227,134,ft,134,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385011104220601,SC01406217AAC1,Well,,11020004,,,,,38.83630830000000,-104.3684056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5986,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19750801,130,ft,130,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385106106571000,"SLATE R AB BAXTER GL @HWY 135 NR CRESTED BUTTE, CO",Stream,,14020001,73.4,sq mi,,,38.85165929000000,-106.9533773000000,24000,1,seconds,Interpolated from MAP.,NAD83,8810,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385246104262201,SC01306334BBD,Well,,11020004,,,,,38.87950000000000,-104.4394806000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6247,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19751229,110,ft,110,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385250104255401,SC01306334ABB,Well,,11020004,,,,,38.88121389000000,-104.4325944000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6237,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Valley-Fill Deposits,Unconfined single aquifer,19770826,110,ft,110,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385356104251301,SC01306323CCA,Well,,11020004,,,,,38.89885556000000,-104.4203472000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6270,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19950920,140,ft,140,ft,NWIS
